LABELS
SEPARATOR TAB
DATA
BLAN-4-1-No|nifH|consensus50|strict_single_dominant	BLAN-4-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 85.9% id | 89.0% qcov
CLBJ-44-1-No|nifH|consensus50|strict_single_dominant	CLBJ-44-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 87.1% id | 75.4% qcov
SERC-6-1-Rh|nifH|consensus50|strict_single_dominant	SERC-6-1-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 88.2% id | 79.8% qcov
DSNY-99-Rh|nifH|consensus50|strict_single_dominant	DSNY-99-Rh|nifH|consensus50|strict_single_dominant | closest: Azorhizobium_oxalatiphilum | 91.2% id | 43.6% qcov
LENO-12-3-Rh|nifH|consensus50|strict_single_dominant	LENO-12-3-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 91.5% id | 41.4% qcov
TALL-1-1-No|nifH|consensus50|strict_single_dominant	TALL-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._RIZ17 | 88.4% id | 72.4% qcov
DEJU-54-No|nifH|consensus50|strict_single_dominant	DEJU-54-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 84.6% id | 92.2% qcov
TALL-19-2-Rh|nifH|consensus50|strict_single_dominant	TALL-19-2-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.1% id | 37.4% qcov
OSBS-91-1-Ro|nifH|consensus50|strict_single_dominant	OSBS-91-1-Ro|nifH|consensus50|strict_single_dominant | closest: Azorhizobium_oxalatiphilum | 90.6% id | 32.4% qcov
GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant	GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.3% id | 78.2% qcov
OSBS-103-2-No|nifH|consensus50|strict_single_dominant	OSBS-103-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 86.7% id | 75.5% qcov
DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 88.5% id | 89.4% qcov
TALL-11-1-Ro|nifH|consensus50|strict_single_dominant	TALL-11-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 90.7% id | 63.4% qcov
TALL-92-1-Rh|nifH|consensus50|strict_single_dominant	TALL-92-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 89.1% id | 53.4% qcov
SERC-3-1-Rh|nifH|consensus50|strict_single_dominant	SERC-3-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.7% id | 55.6% qcov
DSNY-88-1-No|nifH|consensus50|strict_single_dominant	DSNY-88-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 91.0% id | 57.3% qcov
SJER-4-1-No|nifH|consensus50|strict_single_dominant	SJER-4-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 89.0% id | 49.9% qcov
DSNY-92-1-No|nifH|consensus50|strict_single_dominant	DSNY-92-1-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 86.4% id | 64.1% qcov
N34-2-D-No|nifH|consensus50|strict_single_dominant	N34-2-D-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_fredii_(Rhizobium_fredii) | 82.1% id | 77.0% qcov
DEJU-24-1-No|nifH|consensus50|strict_single_dominant	DEJU-24-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 87.8% id | 72.1% qcov
ORNL-14-1-No|nifH|consensus50|strict_single_dominant	ORNL-14-1-No|nifH|consensus50|strict_single_dominant | closest: Ensifer_sp | 88.4% id | 68.5% qcov
NIWO-2-Ro|nifH|consensus50|strict_single_dominant	NIWO-2-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 87.7% id | 63.2% qcov
OSBS-69-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-69-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 89.3% id | 92.4% qcov
DSNY-98-4-Ro|nifH|consensus50|strict_single_dominant	DSNY-98-4-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 94.8% id | 41.2% qcov
LAJA-1-1-No|nifH|consensus50|strict_single_dominant	LAJA-1-1-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_ubonensis | 86.7% id | 95.6% qcov
LAJA-2-1-Ro|nifH|consensus50|strict_single_dominant	LAJA-2-1-Ro|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 84.5% id | 95.7% qcov
LAJA-1-2-No|nifH|consensus50|strict_single_dominant	LAJA-1-2-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_sp._Br3469 | 89.6% id | 96.8% qcov
LAJA-1-1-Ro|nifH|consensus50|strict_single_dominant	LAJA-1-1-Ro|nifH|consensus50|strict_single_dominant | closest: Burkholderia_sp._Br3469 | 91.9% id | 82.6% qcov
TALL-14-2-Ro|nifH|consensus50|strict_single_dominant	TALL-14-2-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 92.0% id | 40.8% qcov
TALL-66-2-Rh|nifH|consensus50|strict_single_dominant	TALL-66-2-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 91.3% id | 50.7% qcov
YELL-11-Rh|nifH|consensus50|strict_single_dominant	YELL-11-Rh|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 86.5% id | 66.2% qcov
TALL-39-2-Rh|nifH|consensus50|strict_single_dominant	TALL-39-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 85.4% id | 91.9% qcov
OAES-35-3-Rh|nifH|consensus50|strict_single_dominant	OAES-35-3-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.9% id | 89.6% qcov
JERC-162-Ro|nifH|consensus50|strict_single_dominant	JERC-162-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.2% id | 70.4% qcov
LAJA-16-2-Rh|nifH|consensus50|strict_single_dominant	LAJA-16-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 85.6% id | 92.4% qcov
TALL-9-2-Rh|nifH|consensus50|strict_single_dominant	TALL-9-2-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 91.1% id | 68.0% qcov
TALL-9-2-Ro|nifH|consensus50|strict_single_dominant	TALL-9-2-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 89.2% id | 92.5% qcov
DEJU-6-1-Ro|nifH|consensus50|strict_single_dominant	DEJU-6-1-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.4% id | 63.2% qcov
BONA-7-Rh|nifH|consensus50|strict_single_dominant	BONA-7-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.6% id | 63.2% qcov
JERC-98-1-Rh|nifH|consensus50|strict_single_dominant	JERC-98-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 88.0% id | 91.6% qcov
OSBS-7-4-Ro|nifH|consensus50|strict_single_dominant	OSBS-7-4-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.6% qcov
LENO-12-3-Ro|nifH|consensus50|strict_single_dominant	LENO-12-3-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.8% id | 65.1% qcov
OSBS-4-3-Ro|nifH|consensus50|strict_single_dominant	OSBS-4-3-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.0% id | 91.3% qcov
OSBS-36-4-Rh|nifH|consensus50|strict_single_dominant	OSBS-36-4-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.8% id | 89.6% qcov
DSNY-CLFR-60-Rh|nifH|consensus50|strict_single_dominant	DSNY-CLFR-60-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.6% id | 91.3% qcov
TALL-10-4-Rh|nifH|consensus50|strict_single_dominant	TALL-10-4-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.2% id | 70.3% qcov
TOOL-17-No|nifH|consensus50|strict_single_dominant	TOOL-17-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 92.9% id | 41.4% qcov
TOOL-28-Rh|nifH|consensus50|strict_single_dominant	TOOL-28-Rh|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 86.6% id | 75.3% qcov
TOOL-3-No|nifH|consensus50|strict_single_dominant	TOOL-3-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 89.9% id | 91.7% qcov
UKFS-52-1-Rh|nifH|consensus50|strict_single_dominant	UKFS-52-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 90.1% id | 91.6% qcov
DSNY-10-3-Rh|nifH|consensus50|strict_single_dominant	DSNY-10-3-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 90.0% id | 89.1% qcov
OSBS-18-5-Ro|nifH|consensus50|strict_single_dominant	OSBS-18-5-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.7% id | 88.9% qcov
OSBS-DETR-64-3-Rh|nifH|consensus50|strict_single_dominant	OSBS-DETR-64-3-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.8% id | 91.3% qcov
JERC-16-2-No|nifH|consensus50|strict_single_dominant	JERC-16-2-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 91.7% id | 86.6% qcov
JERC-99-1-Ro|nifH|consensus50|strict_single_dominant	JERC-99-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 92.4% id | 91.6% qcov
CLBJ-17-1-Rh|nifH|consensus50|strict_single_dominant	CLBJ-17-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 89.4% id | 87.7% qcov
CLBJ-11-1-Ro|nifH|consensus50|strict_single_dominant	CLBJ-11-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 92.5% id | 70.1% qcov
OSBS-1-2-Rh|nifH|consensus50|strict_single_dominant	OSBS-1-2-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 95.3% id | 83.9% qcov
CLBJ-19-1-Rh|nifH|consensus50|strict_single_dominant	CLBJ-19-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 87.8% id | 89.9% qcov
DEJU-16-1-No|nifH|consensus50|strict_single_dominant	DEJU-16-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 88.4% id | 75.1% qcov
DEJU-4-2-No|nifH|consensus50|strict_single_dominant	DEJU-4-2-No|nifH|consensus50|strict_single_dominant | closest: Methylobacterium_sp._CB376 | 86.5% id | 61.7% qcov
TALL-93-1-No|nifH|consensus50|strict_single_dominant	TALL-93-1-No|nifH|consensus50|strict_single_dominant | closest: Frankia_alni | 93.3% id | 61.0% qcov
ORNL-2-1-No|nifH|consensus50|strict_single_dominant	ORNL-2-1-No|nifH|consensus50|strict_single_dominant | closest: uncultured_Frankia_sp | 94.3% id | 60.9% qcov
SERC-1-1-No|nifH|consensus50|strict_single_dominant	SERC-1-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.9% id | 51.6% qcov
SERC-2-1-No|nifH|consensus50|strict_single_dominant	SERC-2-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 84.8% id | 78.0% qcov
ORNL-3-2-No|nifH|consensus50|strict_single_dominant	ORNL-3-2-No|nifH|consensus50|strict_single_dominant | closest: Frankia_sp._Hr75.2 | 94.3% id | 36.1% qcov
ORNL-5-1-No|nifH|consensus50|strict_single_dominant	ORNL-5-1-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 85.5% id | 74.1% qcov
ORNL-5-2-Ro|nifH|consensus50|strict_single_dominant	ORNL-5-2-Ro|nifH|consensus50|strict_single_dominant | closest: Frankia_alni | 87.7% id | 99.5% qcov
SERC-2-2-Ro|nifH|consensus50|strict_single_dominant	SERC-2-2-Ro|nifH|consensus50|strict_single_dominant | closest: Frankia_sp._AcoPraII.1 | 90.8% id | 53.8% qcov
TALL-83-1-No|nifH|consensus50|strict_single_dominant	TALL-83-1-No|nifH|consensus50|strict_single_dominant | closest: Frankia_sp._AcoPraII.1 | 89.9% id | 65.4% qcov
TALL-83-3-No|nifH|consensus50|strict_single_dominant	TALL-83-3-No|nifH|consensus50|strict_single_dominant | closest: Frankia_sp._AcoPraII.1 | 89.8% id | 65.5% qcov
DSNY-6-2-No|nifH|consensus50|strict_single_dominant	DSNY-6-2-No|nifH|consensus50|strict_single_dominant | closest: Frankia_sp._AcoPraII.1 | 87.2% id | 63.4% qcov
TALL-84-1-No|nifH|consensus50|strict_single_dominant	TALL-84-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.3% id | 70.5% qcov
TALL-90-1-No|nifH|consensus50|strict_single_dominant	TALL-90-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_galegae | 90.7% id | 99.2% qcov
MLBS-1-1-No|nifH|consensus50|strict_single_dominant	MLBS-1-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 87.8% id | 91.8% qcov
TOOL-5-Ro|nifH|consensus50|strict_single_dominant	TOOL-5-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.9% id | 92.4% qcov
JERC-10-3-No|nifH|consensus50|strict_single_dominant	JERC-10-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.3% id | 88.4% qcov
JERC-11-1-Rh|nifH|consensus50|strict_single_dominant	JERC-11-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.5% id | 91.6% qcov
JERC-8-2-No|nifH|consensus50|strict_single_dominant	JERC-8-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.3% id | 89.8% qcov
JERC-53-2-Ro|nifH|consensus50|strict_single_dominant	JERC-53-2-Ro|nifH|consensus50|strict_single_dominant | closest: Frankia_sp | 86.8% id | 87.2% qcov
JERC-89-1-Ro|nifH|consensus50|strict_single_dominant	JERC-89-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.3% id | 89.0% qcov
KONZ-16-1-No|nifH|consensus50|strict_single_dominant	KONZ-16-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 86.8% id | 62.8% qcov
KONZ-15-1-No|nifH|consensus50|strict_single_dominant	KONZ-15-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.7% id | 78.2% qcov
JERC-8-1-Rh|nifH|consensus50|strict_single_dominant	JERC-8-1-Rh|nifH|consensus50|strict_single_dominant | closest: Phyllobacterium_sophorae | 87.5% id | 85.8% qcov
CLBJ-26-1-No|nifH|consensus50|strict_single_dominant	CLBJ-26-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_prairiense | 91.9% id | 91.6% qcov
CLBJ-27-1-No|nifH|consensus50|strict_single_dominant	CLBJ-27-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_prairiense | 91.7% id | 91.6% qcov
GUAN-5-No|nifH|consensus50|strict_single_dominant	GUAN-5-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_prairiense | 92.3% id | 91.6% qcov
OAES-6-1-Ro|nifH|consensus50|strict_single_dominant	OAES-6-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_prairiense | 98.1% id | 89.3% qcov
CLBJ-4-1-No|nifH|consensus50|strict_single_dominant	CLBJ-4-1-No|nifH|consensus50|strict_single_dominant | closest: Ensifer_sp | 96.0% id | 100.0% qcov
CLBJ-4-1-Ro|nifH|consensus50|strict_single_dominant	CLBJ-4-1-Ro|nifH|consensus50|strict_single_dominant | closest: Ensifer_sp | 96.0% id | 100.0% qcov
OAES-5-Rh|nifH|consensus50|strict_single_dominant	OAES-5-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_sp | 96.2% id | 100.0% qcov
LAJA-6-1-Rh|nifH|consensus50|strict_single_dominant	LAJA-6-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 92.3% id | 91.9% qcov
LAJA-22-2-No|nifH|consensus50|strict_single_dominant	LAJA-22-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 92.9% id | 91.6% qcov
CLBJ-2-No|nifH|consensus50|strict_single_dominant	CLBJ-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 97.4% id | 89.1% qcov
KONZ-12-1-No|nifH|consensus50|strict_single_dominant	KONZ-12-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 97.1% id | 92.2% qcov
KONZ-6-1-No|nifH|consensus50|strict_single_dominant	KONZ-6-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 97.9% id | 91.6% qcov
WOOD-5-1-Ro|nifH|consensus50|strict_single_dominant	WOOD-5-1-Ro|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 98.2% id | 91.8% qcov
DCFS-2-2-Rh|nifH|consensus50|strict_single_dominant	DCFS-2-2-Rh|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 90.8% id | 90.3% qcov
DELA-1-3-No|nifH|consensus50|strict_single_dominant	DELA-1-3-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 93.7% id | 91.9% qcov
DELA-1-3-Rh|nifH|consensus50|strict_single_dominant	DELA-1-3-Rh|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 93.6% id | 92.4% qcov
N35-4-D-No|nifH|consensus50|strict_single_dominant	N35-4-D-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 93.8% id | 92.1% qcov
DSNY-SEHE-60-No|nifH|consensus50|strict_single_dominant	DSNY-SEHE-60-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 93.7% id | 91.9% qcov
N35-4-D-Ro|nifH|consensus50|strict_single_dominant	N35-4-D-Ro|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 94.0% id | 89.3% qcov
JERC-2-1-No|nifH|consensus50|strict_single_dominant	JERC-2-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_leguminosarum | 92.1% id | 91.9% qcov
JERC-4-1-No|nifH|consensus50|strict_single_dominant	JERC-4-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_ruizarguesonis | 93.3% id | 89.8% qcov
ORNL-6-1-No|nifH|consensus50|strict_single_dominant	ORNL-6-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_ruizarguesonis | 94.3% id | 78.1% qcov
TALL-48-2-No|nifH|consensus50|strict_single_dominant	TALL-48-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_ruizarguesonis | 94.3% id | 78.5% qcov
JERC-6-3-No|nifH|consensus50|strict_single_dominant	JERC-6-3-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_ruizarguesonis | 91.2% id | 89.1% qcov
OAES-1-1-No|nifH|consensus50|strict_single_dominant	OAES-1-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.7% id | 99.6% qcov
OAES-4-1-Ro|nifH|consensus50|strict_single_dominant	OAES-4-1-Ro|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.8% id | 99.6% qcov
OAES-7-1-No|nifH|consensus50|strict_single_dominant	OAES-7-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.5% id | 99.6% qcov
OAES-7-1-Rh|nifH|consensus50|strict_single_dominant	OAES-7-1-Rh|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.5% id | 99.6% qcov
OAES-7-1-Ro|nifH|consensus50|strict_single_dominant	OAES-7-1-Ro|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.5% id | 99.6% qcov
OAES-4-1-No|nifH|consensus50|strict_single_dominant	OAES-4-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.8% id | 99.6% qcov
OAES-16-1-No|nifH|consensus50|strict_single_dominant	OAES-16-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 97.0% id | 99.6% qcov
OAES-25-1-No|nifH|consensus50|strict_single_dominant	OAES-25-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.8% id | 99.6% qcov
OAES-16-1-Rh|nifH|consensus50|strict_single_dominant	OAES-16-1-Rh|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 96.1% id | 99.6% qcov
NIWO-1-No|nifH|consensus50|strict_single_dominant	NIWO-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_leguminosarum | 90.1% id | 92.9% qcov
SJER-2-3-No|nifH|consensus50|strict_single_dominant	SJER-2-3-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_leguminosarum | 87.9% id | 92.1% qcov
TEAK-2-1-No|nifH|consensus50|strict_single_dominant	TEAK-2-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_leguminosarum | 88.1% id | 77.6% qcov
ORNL-4-1-No|nifH|consensus50|strict_single_dominant	ORNL-4-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 86.8% id | 91.3% qcov
OAES-29-1-Ro|nifH|consensus50|strict_single_dominant	OAES-29-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_vignae | 92.5% id | 89.4% qcov
CLBJ-14-1-No|nifH|consensus50|strict_single_dominant	CLBJ-14-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.3% id | 92.5% qcov
TALL-52-1-No|nifH|consensus50|strict_single_dominant	TALL-52-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.6% id | 91.8% qcov
DELA-9-1-No|nifH|consensus50|strict_single_dominant	DELA-9-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.2% id | 92.1% qcov
TALL-24-2-No|nifH|consensus50|strict_single_dominant	TALL-24-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.1% id | 91.6% qcov
TALL-15-2-No|nifH|consensus50|strict_single_dominant	TALL-15-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.6% id | 92.1% qcov
DELA-26-3-Ro|nifH|consensus50|strict_single_dominant	DELA-26-3-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.1% id | 91.6% qcov
DELA-27-3-No|nifH|consensus50|strict_single_dominant	DELA-27-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.0% id | 91.9% qcov
OAES-8-2-No|nifH|consensus50|strict_single_dominant	OAES-8-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_maamorense | 92.1% id | 91.5% qcov
OAES-30-2-No|nifH|consensus50|strict_single_dominant	OAES-30-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.8% id | 90.7% qcov
DELA-32-1-No|nifH|consensus50|strict_single_dominant	DELA-32-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 93.0% qcov
LENO-9-2-Rh|nifH|consensus50|strict_single_dominant	LENO-9-2-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.7% qcov
LENO-5-2-No|nifH|consensus50|strict_single_dominant	LENO-5-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.6% qcov
LENO-10-2-Ro|nifH|consensus50|strict_single_dominant	LENO-10-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.6% qcov
LENO-9-2-No|nifH|consensus50|strict_single_dominant	LENO-9-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.6% qcov
DSNY-2-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-2-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.3% qcov
LENO-7-2-No|nifH|consensus50|strict_single_dominant	LENO-7-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 91.9% qcov
JERC-34-4-No|nifH|consensus50|strict_single_dominant	JERC-34-4-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.4% id | 91.3% qcov
JERC-AMFR-56-1-No|nifH|consensus50|strict_single_dominant	JERC-AMFR-56-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.9% id | 91.9% qcov
OAES-35-3-No|nifH|consensus50|strict_single_dominant	OAES-35-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.0% id | 91.6% qcov
JERC-AMFU-71-1-No|nifH|consensus50|strict_single_dominant	JERC-AMFU-71-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.8% id | 91.9% qcov
CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant	CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 94.2% id | 91.8% qcov
JERC-1-2-No|nifH|consensus50|strict_single_dominant	JERC-1-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.9% id | 91.6% qcov
OSBS-38-1-No|nifH|consensus50|strict_single_dominant	OSBS-38-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.7% id | 91.6% qcov
JERC-131-No|nifH|consensus50|strict_single_dominant	JERC-131-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.7% id | 91.6% qcov
DSNY-3-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-3-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.2% id | 88.0% qcov
OAES-30-2-Ro|nifH|consensus50|strict_single_dominant	OAES-30-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.4% id | 86.6% qcov
