tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	clean_sample_id_from_blast
TALL-28-1-No|nodL|consensus50|pass_single_dominant	TALL-28-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	552	90.1961	0	1003	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	TALL-28-1-No|nodL|consensus50|pass_single_dominant	TALL-28-1-No	D08	Desmodium sp.	4/17/25	1.515	72.72	Quarter	TALL-28	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_008	Hale County	AL	yes	32.92293	-87.43434	8/26/24	nodule	Desmodium	Desmodieae	yes	NA
TALL-29-3-No|nodL|consensus50|pass_single_dominant	TALL-29-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	552	90.1961	0	1007	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	TALL-29-3-No|nodL|consensus50|pass_single_dominant	TALL-29-3-No	D08	Lespedeza cuneata	4/17/25	2.2	105.6	Quarter	TALL-29	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	no	32.8941	-87.41688	8/26/24	nodule	Lespedeza	Desmodieae	no	NA
DSNY-14-1-Rh|nodL|consensus50|pass_single_dominant	DSNY-14-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	552	90.1961	0	1007	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DSNY-14-1-Rh|nodL|consensus50|pass_single_dominant	DSNY-14-1-Rh	D03	Crotalaria pallida var. obovata	8/19/24	0	0	Quarter	DSNY-CRPA-14	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	rhizosphere	Crotalaria	Crotalarieae	yes	NA
WOOD-8-Rh|nodL|consensus50|pass_single_dominant	WOOD-8-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.813	536	87.5817	0	985	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-8-Rh|nodL|consensus50|pass_single_dominant	WOOD-8-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-8	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	rhizosphere	Medicago	Trifolieae	no	NA
WOOD-7-1-Rh|nodL|consensus50|pass_single_dominant	WOOD-7-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	552	90.1961	0	1009	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-7-1-Rh|nodL|consensus50|pass_single_dominant	WOOD-7-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-7	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	rhizosphere	Medicago	Trifolieae	no	NA
OAES_24-3-No|nodL|consensus50|pass_mixed_possible_multitemplate	OAES-24-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.659	552	90.1961	0	891	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	OAES_24-3-No|nodL|consensus50|pass_mixed_possible_multitemplate	OAES_24-3-No	D11	Astragalus nuttallianus var. austrinus	6/4/24	0.5235	103.653	Quarter	OAES-24	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	nodule	Astragalus	Galegeae	yes	NA
WOOD-10-1-Rh|nodL|consensus50|pass_single_dominant	WOOD-10-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	552	90.1961	0	1007	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-10-1-Rh|nodL|consensus50|pass_single_dominant	WOOD-10-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	rhizosphere	Medicago	Trifolieae	no	NA
WOOD-9-Rh|nodL|consensus50|pass_single_dominant	WOOD-9-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.913	552	90.1961	0	987	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-9-Rh|nodL|consensus50|pass_single_dominant	WOOD-9-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-9	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12498	99.23862	9/23/24	rhizosphere	Medicago	Trifolieae	no	NA
DELA-26-3-Ro|nodL|consensus50|pass_single_dominant	DELA-26-3-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	552	90.1961	0	1007	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DELA-26-3-Ro|nodL|consensus50|pass_single_dominant	DELA-26-3-Ro	D08	Sesbania herbacea	4/4/25	35	1680	Half	DELA-26	dry	root	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_025	Green County	AL	yes	32.5371	-87.80995	8/15/24	root	Sesbania	Sesbanieae	yes	NA
WOOD-6-1-Ro|nodL|consensus50|pass_single_dominant	WOOD-6-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.094	552	90.1961	0	1000	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-6-1-Ro|nodL|consensus50|pass_single_dominant	WOOD-6-1-Ro	D09	Medicago lupulina	4/24/25	0.0745	3.576	Quarter	WOOD-6	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	root	Medicago	Trifolieae	no	NA
OAES-6-1-Rh|nodL|consensus50|pass_mixed_possible_multitemplate	OAES-6-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.58	552	90.1961	0	826	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	OAES-6-1-Rh|nodL|consensus50|pass_mixed_possible_multitemplate	OAES-6-1-Rh	D11	Astragalus nuttallianus var. austrinus	6/25/24	0.4705	22.584	Quarter	OAES-6	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	rhizosphere	Astragalus	Galegeae	yes	NA
NOGP-5-2-No|nodL|consensus50|pass_single_dominant	NOGP-5-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	552	90.1961	0	1003	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NOGP-5-2-No|nodL|consensus50|pass_single_dominant	NOGP-5-2-No	D09	Medicago lupulina	5/2/25	0.057	2.736	Quarter	NOGP-5	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	NA
NOGP-4-1-Ro|nodL|consensus50|pass_single_dominant	NOGP-4-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.094	552	90.1961	0	1000	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NOGP-4-1-Ro|nodL|consensus50|pass_single_dominant	NOGP-4-1-Ro	D09	Medicago lupulina	5/2/25	0.069	3.312	Quarter	NOGP-4	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	root	Medicago	Trifolieae	no	NA
WOOD-6-1-No|nodL|consensus50|pass_single_dominant	WOOD-6-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	552	90.1961	0	1005	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-6-1-No|nodL|consensus50|pass_single_dominant	WOOD-6-1-No	D09	Medicago lupulina	4/24/25	0.7205	34.584	Quarter	WOOD-6	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	nodule	Medicago	Trifolieae	no	NA
DCFS-3-2-No|nodL|consensus50|pass_single_dominant	DCFS-3-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	552	90.1961	0	1020	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DCFS-3-2-No|nodL|consensus50|pass_single_dominant	DCFS-3-2-No	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	nodule	Medicago	Trifolieae	no	NA
DCFS-3-2-Ro|nodL|consensus50|pass_single_dominant	DCFS-3-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	542	88.5621	0	1002	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DCFS-3-2-Ro|nodL|consensus50|pass_single_dominant	DCFS-3-2-Ro	D09	Medicago lupulina	5/23/25	1.135	54.48	Quarter	DCFS-3	dry	root	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	root	Medicago	Trifolieae	no	NA
WOOD-7-1-No|nodL|consensus50|pass_single_dominant	WOOD-7-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	552	90.1961	0	1020	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-7-1-No|nodL|consensus50|pass_single_dominant	WOOD-7-1-No	D09	Medicago lupulina	4/24/25	0.0555	2.664	Quarter	WOOD-7	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	nodule	Medicago	Trifolieae	no	NA
OAES-22-1-No|nodL|consensus50|pass_single_dominant	OAES-22-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWR01566.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	552	90.1961	0	1020	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	OAES-22-1-No|nodL|consensus50|pass_single_dominant	OAES-22-1-No	D11	Medicago minima	6/4/24	0.1165	23.067	Quarter	OAES-22	ethanol	nodule	Fabaceae	OAES	Medicago	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	nodule	Medicago	Trifolieae	no	NA
WOOD-10-1-No|nodL|consensus50|pass_single_dominant	WOOD-10-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.094	552	90.1961	0	1002	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	WOOD-10-1-No|nodL|consensus50|pass_single_dominant	WOOD-10-1-No	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	nodule	Medicago	Trifolieae	no	NA
CPER-3-1-No|nodL|consensus50|pass_single_dominant	CPER-3-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.094	552	90.1961	0	1002	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	CPER-3-1-No|nodL|consensus50|pass_single_dominant	CPER-3-1-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-3	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	nodule	Melilotus	Trifolieae	no	NA
DCFS-6-1-No|nodL|consensus50|pass_single_dominant	DCFS-6-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	98.913	552	90.1961	0	998	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DCFS-6-1-No|nodL|consensus50|pass_single_dominant	DCFS-6-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-6	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	nodule	Medicago	Trifolieae	no	NA
DSNY-15-1-Ro|nodL|consensus50|pass_single_dominant	DSNY-15-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.094	552	90.1961	0	1000	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	DSNY-15-1-Ro|nodL|consensus50|pass_single_dominant	DSNY-15-1-Ro	D03	Morella cerifera	8/19/24	1.0595	50.856	Quarter	DSNY-MOCE-15	dry	root	Myricaceae	DSNY	Morella	actinorhizal	DSNY _042	Osceola	Florida	yes	NA	NA	20240401	root	Morella	actinorhizal	yes	NA
BLAN-2-1-No|nodL|consensus50|pass_single_dominant	BLAN-2-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.088	548	89.5425	0	992	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	BLAN-2-1-No|nodL|consensus50|pass_single_dominant	BLAN-2-1-No	D02	Desmodium sp.	4/23/25	3.94	189.12	Quarter	BLAN-2	ethanol	nodule	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	nodule	Desmodium	Desmodieae	yes	NA
NOGP-1-1-No|nodL|consensus50|pass_single_dominant	NOGP-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_medicae_(Ensifer_medicae)	Sinorhizobium	nodL|Sinorhizobium_medicae_(Ensifer_medicae)|VTZ64969.1	Sinorhizobium_medicae_(Ensifer_medicae)	100	552	90.1961	0	1020	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NOGP-1-1-No|nodL|consensus50|pass_single_dominant	NOGP-1-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	NA
SCBI-3-1-Rh|nodL|consensus50|pass_single_dominant	SCBI-3-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_medicae_(Ensifer_medicae)	Sinorhizobium	nodL|Sinorhizobium_medicae_(Ensifer_medicae)|VTZ64969.1	Sinorhizobium_medicae_(Ensifer_medicae)	99.457	552	90.1961	0	1003	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	SCBI-3-1-Rh|nodL|consensus50|pass_single_dominant	SCBI-3-1-Rh	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	SCBI-3	ethanol	rhizosphere	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	rhizosphere	Elaeagnus	actinorhizal	no	NA
NOGP-2-1-Rh|nodL|consensus50|pass_single_dominant	NOGP-2-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_iupac_best_reference_hit_with_taxon.tsv	nodL_iupac_best_reference_hit_with_taxon.tsv	iupac	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.457	552	90.1961	0	1005	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NOGP-2-1-Rh|nodL|consensus50|pass_single_dominant	NOGP-2-1-Rh	D09	Medicago sativa	4/23/25	0.414	19.872	Quarter	NOGP-2	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	rhizosphere	Medicago	Trifolieae	no	NA
