tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	clean_sample_id_from_blast	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
JERC-113-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-113-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	85.66	1311	85.5744	0	1399	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	JERC-113-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-113-3-No	D03	Chamaecrista nictitans	4/3/25	0	0	Quarter	JERC-113	dry	nodule	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_048	Baker County	Georgia	yes	31.19645727	-84.46191333	20240709	nodule	Chamaecrista	Cassieae	yes
JERC-180-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-180-5-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Burkholderia_multivorans	Burkholderia	nifD|Burkholderia_multivorans|CAN0620982.1	Burkholderia_multivorans	80.589	747	48.7598	1.35e-179	623	Burkholderia	Mixed-IUPAC	Burkholderia	Burkholderia	NA	JERC-180-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-180-5-No	D03	Zornia bracteata	4/3/25	4.02	192.96	Quarter	JERC-180	dry	nodule	Fabaceae	JERC	Zornia	Dalbergieae	JERC_050	Baker County	Georgia	yes	NA	NA	20241028	nodule	Zornia	Dalbergieae	yes
JERC-50-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-50-5-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	86.945	743	48.4987	0	841	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	JERC-50-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-50-5-No	D03	Chamaecrista nictitans	12/4/24	1.18	56.64	Quarter	JERC-50	dry	nodule	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_002	Baker County	Georgia	yes	NA	NA	20240604	nodule	Chamaecrista	Cassieae	yes
JERC-CERE-67-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-CERE-67-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifD|Mesorhizobium_sp._WSM4083|XXN81637.1	Mesorhizobium_sp._WSM4083	83.691	1306	85.248	0	1343	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-CERE-67-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-CERE-67-1-No	D03	Lespedeza repens	12/4/24	0.666	31.968	Quarter	JERC-67	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	nodule	Lespedeza	Desmodieae	yes
OSBS-83-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-83-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifD|Mesorhizobium_sp._WSM4083|XXN81543.1	Mesorhizobium_sp._WSM4083	85.828	755	49.282	0	843	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	OSBS-83-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-83-1-No	D03	Galactia elliottii	2/13/25	17.95	861.6	Half	OSBS-83	dry	nodule	Fabaceae	OSBS	Galactia	Diocleae	OSBS_004	Putnam	FL	yes	29.684337	-81.957673	20240822	nodule	Galactia	Diocleae	yes
OSBS-88-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-88-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	82.679	1299	84.7911	0	1299	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	OSBS-88-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-88-1-Ro	D03	Desmodium triflorum	2/13/25	5.505	264.24	Half	OSBS-88	dry	root	Fabaceae	OSBS	Desmodium	Desmodieae	OSBS_072	Putnam	FL	yes	29.690915	-82.00887	20240827	root	Desmodium	Desmodieae	yes
JERC-191-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-191-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._RSM25	Microvirga	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	87.336	837	54.6345	0	1011	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	JERC-191-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-191-1-No	D03	Centrosema virginiana	2/26/25	0	0	Quarter	JERC-191	dry	nodule	Fabaceae	JERC	Centrosema	Phaseoleae	JERC_048	Baker County	Georgia	yes	31.1969337	-84.4626737	20241028	nodule	Centrosema	Phaseoleae	yes
TALL-12-2-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-12-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	84.336	881	57.5065	0	922	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TALL-12-2-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-12-2-No	D08	Desmodium ciliare	3/28/25	0	0	Quarter	TALL-12	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_054	Bibb County	AL	yes	32.94865	-87.39759	6/17/24	nodule	Desmodium	Desmodieae	yes
YELL-3-5-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-3-5-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	86.64	741	48.3681	0	870	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	YELL-3-5-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-3-5-Ro	D12	Lupinus sericieus	4/1/25	0.8235	39.528	Quarter	YELL-3	ethanol	root	Fabaceae	YELL	Lupinus	Genisteae	YELL_018	Park County	WY	yes	NA	NA	7/11/24	root	Lupinus	Genisteae	yes
JERC-99-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-99-4-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	85.548	1287	84.0078	0	1434	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-99-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-99-4-Rh	D03	Lespedeza bicolor	2/24/25	0	0	Quarter	JERC-99	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_034	Baker County	Georgia	no	31.2725	-84.58055556	20240625	rhizosphere	Lespedeza	Desmodieae	no
OSBS-38-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-38-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	86.357	1312	85.6397	0	1524	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	OSBS-38-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-38-1-Ro	D03	Pediomelum canescens	2/26/25	0	0	Quarter	OSBS-38	NA	root	Fabaceae	OSBS	Pediomelum	Psoraleeae	OSBS_029	Putnam	FL	yes	NA	NA	20240617	root	Pediomelum	Psoraleeae	yes
DELA-22-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-22-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	81.522	1288	84.0731	0	1247	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	DELA-22-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-22-1-Ro	D08	Albizia julibrissin	4/4/25	4.25	204	Quarter	DELA-22	dry	root	Fabaceae	DELA	Albizia	Mimosoideae	DELA_041	Green County	AL	no	32.53927	-87.80968	8/14/24	root	Albizia	Mimosoideae	no
CLBJ-35-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-35-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	83.003	1312	85.6397	0	1362	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	CLBJ-35-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-35-1-Ro	D11	Rhynchosia latifolia	2/26/25	0.0845	4.056	Quarter	CLBJ-35	ethanol	root	Fabaceae	CLBJ	Rhynchosia	Phaseoleae	CLBJ_036_R	Wise	TX	yes	33.397578	-97.57995	6/11/24	root	Rhynchosia	Phaseoleae	yes
JERC-199-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-199-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	82.807	791	51.6319	0	869	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	JERC-199-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-199-Ro	D03	Indigofera hirsuta	4/24/25	0.205	9.84	Quarter	JERC-199	dry	root	Fabaceae	JERC	Indigofera	Indigofereae	JERC_004	Baker County	Georgia	no	NA	NA	20241029	root	Indigofera	Indigofereae	no
UKFS-6-3-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	UKFS-6-3-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	87.469	798	52.0888	0	961	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	UKFS-6-3-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	UKFS-6-3-Ro	D06	Hylodesmum glutinosum	2/17/25	0	0	Quarter	UKFS-6	dry	root	Fabaceae	UKFS	Desmodium	Desmodieae	UKFS_002	Douglas	KS	yes	39.04622	-95.2087	7/3/24	root	Desmodium	Desmodieae	yes
JERC-53-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-53-5-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Ensifer_sp._MPMI2T	Ensifer	nifD|Ensifer_sp._MPMI2T|THK33397.1	Ensifer_sp._MPMI2T	85.139	794	51.8277	0	911	Ensifer	Mixed-IUPAC	Ensifer	Ensifer	NA	JERC-53-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-53-5-No	D03	Ceanothus americanus	12/4/24	21.9	1051.2	Half	JERC-53	dry	nodule	Rhamnaceae	JERC	Ceanothus	actinorhizal	JERC_050	Baker County	Georgia	yes	31.195964	-84.469057	20240604	nodule	Ceanothus	actinorhizal	yes
JERC-46-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-46-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Azorhizobium_caulinodans	Azorhizobium	nifD|Azorhizobium_caulinodans|BFG68023.1	Azorhizobium_caulinodans	86.745	513	33.4856	1.75e-178	619	Azorhizobium	Mixed-IUPAC	Azorhizobium	Azorhizobium	NA	JERC-46-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-46-1-Ro	D03	Dalea carnea	12/4/24	9.38	450.24	Half	JERC-46	dry	root	Fabaceae	JERC	Dalea	Amorpheae	JERC_005	Baker County	Georgia	yes	NA	NA	20240604	root	Dalea	Amorpheae	yes
CLBJ-50-3-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-50-3-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	88.338	1312	85.6397	0	1613	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	CLBJ-50-3-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-50-3-Rh	D11	Dalea multiflora	2/19/25	0	0	Quarter	CLBJ-50	ethanol	rhizosphere	Fabaceae	CLBJ	Dalea	Amorpheae	CLBJ_034_R	Wise	TX	yes	33.19259	-97.34659	9/5/24	rhizosphere	Dalea	Amorpheae	yes
TALL-47-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-47-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	85.736	1311	85.5744	0	1602	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TALL-47-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-47-2-Rh	D08	Chamaecrista nictitans	3/20/25	0	0	Quarter	TALL-47	dry	rhizosphere	Fabaceae	TALL	Chamaecrista	Cassieae	TALL_007	Hale County	AL	yes	32.974713	-87.47111	8/27/24	rhizosphere	Chamaecrista	Cassieae	yes
DSNY-69-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-69-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	84.897	1311	85.5744	0	1519	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	DSNY-69-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-69-1-No	D03	Chamaecrista nictitans	2/24/25	2.985	143.28	Quarter	DSNY-69	dry	nodule	Fabaceae	DSNY	Chamaecrista	Cassieae	DSNY_043	Polk	Florida	yes	28.1252617	-81.4363446	20240904	nodule	Chamaecrista	Cassieae	yes
JERC-122-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-122-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	88.558	1311	85.5744	0	1760	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-122-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-122-No	D03	Lespedeza stuevei	2/25/25	0.2465	11.832	Quarter	JERC-122	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_003	Baker County	Georgia	yes	31.196299	-84.473555	20240730	nodule	Lespedeza	Desmodieae	yes
JERC-123-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-123-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	88.01	834	54.4386	0	1070	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-123-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-123-No	D03	Desmodium lineatum	2/25/25	0	0	Quarter	JERC-123	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_003	Baker County	Georgia	yes	31.196121	-84.473601	20240730	nodule	Desmodium	Desmodieae	yes
DELA-2-2-No|nifD|consensus50|pass_single_dominant	DELA-2-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	92.326	834	54.4386	0	1195	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	DELA-2-2-No|nifD|consensus50|pass_single_dominant	DELA-2-2-No	D08	Lespedeza cuneata	2/26/25	0	0	Quarter	DELA-2	dry	nodule	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_008	Green County	AL	no	32.539186	-87.81292	7/24/24	nodule	Lespedeza	Desmodieae	no
JERC-121-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-121-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	86.423	1311	85.5744	0	1605	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-121-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-121-No	D03	Desmodium paniculatum	2/25/25	0	0	Quarter	JERC-121	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_003	Baker County	Georgia	yes	31.19626	-84.473484	20240730	nodule	Desmodium	Desmodieae	yes
JERC-122-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-122-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	88.704	903	58.9426	0	1186	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-122-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-122-Rh	D03	Lespedeza stuevei	2/25/25	0	0	Quarter	JERC-122	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_003	Baker County	Georgia	yes	31.196299	-84.473555	20240730	rhizosphere	Lespedeza	Desmodieae	yes
DSNY-65-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	86.88	1311	85.5744	0	1602	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	DSNY-65-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	D03	Desmodium triflorum	2/24/25	0.424	20.352	Quarter	DSNY-65	dry	root	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_034	Polk	Florida	yes	NA	NA	20240820	root	Desmodium	Desmodieae	yes
JERC-25-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-25-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	88.971	807	52.6762	0	1064	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-25-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-25-1-Ro	D03	Desmodium lineatum	2/17/25	0.5825	27.96	Quarter	JERC-25	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	root	Desmodium	Desmodieae	yes
