threshold	min_percent_covered	min_mean_depth	gene	target_id	no_samples	mc_samples	no_good_samples	mc_good_samples	no_good_fraction	mc_good_fraction	no_median_mean_depth	mc_median_mean_depth	no_median_percent_covered	mc_median_percent_covered	depth_ratio_no_vs_mc	good_fraction_difference	classification
pct70_depth10	70.0	10.0	nifU	nifU|NC_002678|NC_002678_-_NifU_family_protein_CDS|ref111	952	2	737	0	0.7742	0.0000	111.9526	3.5026	95.7018	66.7544	31.9627	0.7742	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifU	nifU|NC_007777|NC_007777_-_NifU_family_protein_CDS|ref112	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifU	nifU|NC_008278|NC_008278_-_NifU_family_protein_CDS|ref113	952	2	65	0	0.0683	0.0000	0.3002	0.8921	3.1674	42.6093	0.3364	0.0683	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifU	nifU|NC_009937|NC_009937_-_Symbiosis_Island_2|ref114	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifU	nifU|NC_011894|NC_011894_-_NifU_family_protein_CDS|ref115	952	2	4	0	0.0042	0.0000	2.0470	1.5266	16.3121	10.9043	1.3409	0.0042	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifU	nifU|NC_012850|NC_012850_-_NifU_family_protein_CDS|ref116	952	2	309	0	0.3246	0.0000	16.3562	0.6243	52.0282	40.8289	26.1972	0.3246	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifU	nifU|NC_015656|NC_015656_-_NifU_family_protein_CDS|ref117	952	2	36	0	0.0378	0.0000	0.1784	0.0000	2.2447	0.0000	999999.0000	0.0378	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifU	nifU|NC_017249|NC_017249_-_NifU_family_protein_CDS|ref118	952	2	878	2	0.9223	1.0000	919.2263	24.7228	99.8246	99.8246	37.1813	-0.0777	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifU	nifU|NC_019845|NC_019845_-_NifU_family_protein_CDS|ref119	952	2	118	0	0.1239	0.0000	2.4021	0.1834	22.3986	9.5238	13.0979	0.1239	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifU	nifU|NZ_CP104965|NZ_CP104965_-_NifU_family_protein_CDS|ref120	952	2	10	0	0.0105	0.0000	1.2363	0.0000	8.9065	0.0000	999999.0000	0.0105	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifU	nifU|NZ_CP141048|NZ_CP141048_-_NifU_family_protein_CDS|ref121	952	2	123	0	0.1292	0.0000	26.4804	2.0454	52.2282	28.8770	12.9460	0.1292	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifU	nifU|NZ_HG938355|NZ_HG938355_-_NifU_family_protein_CDS|ref122	952	2	62	0	0.0651	0.0000	3.5503	0.0335	33.3333	1.6755	105.9791	0.0651	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifV	nifV|CU633751|CU633751_-_Symbiosis_Island|ref123	952	2	8	0	0.0084	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0084	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifV	nifV|NC_007777|NC_007777_-_Symbiosis_Island|ref124	952	2	7	0	0.0074	0.0000	0.6633	0.4817	3.9069	3.2835	1.3770	0.0074	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifV	nifV|NC_008278|NC_008278_-_Symbiosis_Island|ref125	952	2	238	2	0.2500	1.0000	4.0694	17.2849	52.3810	100.0000	0.2354	-0.7500	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifV	nifV|NC_009937|NC_009937_-_nifV_CDS|ref126	952	2	8	0	0.0084	0.0000	3.6617	0.6217	8.7500	19.0000	5.8903	0.0084	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifV	nifV|NC_014120|NC_014120_-_Symbiosis_Island_2|ref127	952	2	0	0	0.0000	0.0000	0.0000	0.0833	0.0000	1.6667	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifV	nifV|NC_015656|NC_015656_-_Symbiosis_Island|ref128	952	2	30	0	0.0315	0.0000	0.5887	0.0171	3.7704	0.8569	34.3236	0.0315	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|CU633751|CU633751_-_Symbiosis_Island|ref129	952	2	13	0	0.0137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0137	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NC_002678|NC_002678_-_Symbiosis_Island_2|ref130	952	2	49	0	0.0515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0515	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NC_007777|NC_007777_-_Symbiosis_Island|ref131	952	2	1	0	0.0011	0.0000	0.6283	0.0000	5.0439	0.0000	999999.0000	0.0011	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NC_008278|NC_008278_-_Symbiosis_Island|ref132	952	2	223	2	0.2342	1.0000	1.9027	23.8321	54.7980	100.0000	0.0798	-0.7658	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifW	nifW|NC_009937|NC_009937_-_Symbiosis_Island_3|ref133	952	2	3	0	0.0032	0.0000	0.0000	0.1061	0.0000	5.3030	0.0000	0.0032	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NC_011894|NC_011894_-_nifW_CDS|ref134	952	2	0	0	0.0000	0.0000	0.0000	0.7222	0.0000	5.5556	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifW	nifW|NC_014120|NC_014120_-_Symbiosis_Island_2|ref135	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifW	nifW|NC_015656|NC_015656_-_Symbiosis_Island|ref136	952	2	48	0	0.0504	0.0000	0.1058	2.1111	5.0265	7.5397	0.0501	0.0504	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NC_017249|NC_017249_-_Symbiosis_Island|ref137	952	2	392	0	0.4118	0.0000	4.6857	8.5088	73.2456	100.0000	0.5507	0.4118	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifW	nifW|NZ_CP141049|NZ_CP141049_-_nifW_CDS|ref138	952	2	128	0	0.1345	0.0000	0.0000	0.3750	0.0000	26.3021	0.0000	0.1345	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|CU633751|CU633751_-_Symbiosis_Island|ref139	952	2	11	0	0.0116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0116	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref140	952	2	225	0	0.2363	0.0000	2.0532	0.5080	57.1285	35.2409	4.0417	0.2363	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref141	952	2	154	0	0.1618	0.0000	1.3062	0.0000	23.4375	0.0000	999999.0000	0.1618	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref142	952	2	12	0	0.0126	0.0000	0.2016	0.0856	4.2793	2.1397	2.3551	0.0126	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref143	952	2	8	0	0.0084	0.0000	0.0449	0.0000	4.1379	0.0000	999999.0000	0.0084	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref144	952	2	273	2	0.2868	1.0000	3.7613	40.1994	67.1171	100.0000	0.0936	-0.7132	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref145	952	2	259	2	0.2721	1.0000	2.3438	31.5775	72.1065	100.0000	0.0742	-0.7279	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref146	952	2	57	0	0.0599	0.0000	2.9688	1.0301	29.8925	57.7419	2.8821	0.0599	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref147	952	2	136	0	0.1429	0.0000	2.0366	1.1339	26.1364	63.1313	1.7962	0.1429	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref148	952	2	0	0	0.0000	0.0000	0.0000	0.1491	0.0000	5.4865	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref149	952	2	0	0	0.0000	0.0000	0.3150	0.0345	4.0650	3.4553	9.1187	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifX	nifX|NC_014120|NC_014120_-_Symbiosis_Island|ref150	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref151	952	2	52	0	0.0546	0.0000	1.0206	0.3704	8.0247	2.0576	2.7558	0.0546	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref152	952	2	54	0	0.0567	0.0000	0.2105	0.0000	4.7619	0.0000	999999.0000	0.0567	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref153	952	2	284	2	0.2983	1.0000	5.7183	20.1850	62.3655	100.0000	0.2833	-0.7017	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref154	952	2	368	2	0.3866	1.0000	4.5543	12.9243	78.2828	100.0000	0.3524	-0.6134	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifX	nifX|NC_019848|NC_019848_-_Symbiosis_Island_2|ref155	952	2	65	0	0.0683	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0683	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref156	952	2	89	0	0.0935	0.0000	0.2256	0.6952	4.6748	3.8618	0.3245	0.0935	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref157	952	2	241	0	0.2532	0.0000	1.8438	0.9062	58.6458	9.0625	2.0345	0.2532	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nifX	nifX|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref158	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifZ	nifZ|CU633751|CU633751_-_Symbiosis_Island|ref159	952	2	12	0	0.0126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0126	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_002678|NC_002678_-_Symbiosis_Island_1|ref160	952	2	69	0	0.0725	0.0000	0.3272	0.0000	6.7278	0.0000	999999.0000	0.0725	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_007777|NC_007777_-_Symbiosis_Island|ref161	952	2	1	0	0.0011	0.0000	0.3055	0.0000	5.2778	0.0000	999999.0000	0.0011	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_008278|NC_008278_-_Symbiosis_Island|ref162	952	2	92	0	0.0966	0.0000	2.4331	5.2534	27.8034	49.6928	0.4632	0.0966	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref163	952	2	64	0	0.0672	0.0000	1.2173	0.7876	15.6863	39.7059	1.5456	0.0672	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref164	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_011894|NC_011894_-_Symbiosis_Island_2|ref165	952	2	0	0	0.0000	0.0000	0.0000	0.2483	0.0000	3.1046	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_014120|NC_014120_-_Symbiosis_Island_2|ref166	952	2	0	0	0.0000	0.0000	0.0000	0.0828	0.0000	4.1402	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_015656|NC_015656_-_Symbiosis_Island|ref167	952	2	43	0	0.0452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0452	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nifZ	nifZ|NC_017249|NC_017249_-_Symbiosis_Island|ref168	952	2	479	1	0.5032	0.5000	75.8778	11.2317	81.2698	100.0000	6.7557	0.0032	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nifZ	nifZ|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref169	952	2	221	0	0.2321	0.0000	1.6345	0.5795	60.2447	14.6789	2.8206	0.2321	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodA	nodA|CU633751|CU633751_-_Symbiosis_Island|ref170	952	2	8	0	0.0084	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0084	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NC_002678|NC_002678_-_Symbiosis_Island_4|ref171	952	2	0	0	0.0000	0.0000	0.1684	0.0320	6.4815	1.5994	5.2625	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodA	nodA|NC_009937|NC_009937_-_Symbiosis_Island|ref172	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodA	nodA|NC_011894|NC_011894_-_Symbiosis_Island_3|ref173	952	2	5	0	0.0053	0.0000	0.1860	0.0000	6.9767	0.0000	999999.0000	0.0053	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NC_012848|NC_012848_-_Symbiosis_Island|ref174	952	2	50	0	0.0525	0.0000	0.1929	0.0000	3.3841	0.0000	999999.0000	0.0525	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NC_014120|NC_014120_-_Symbiosis_Island_4|ref175	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodA	nodA|NC_015656|NC_015656_-_Symbiosis_Island_2|ref176	952	2	74	0	0.0777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0777	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref177	952	2	305	1	0.3204	0.5000	8.7275	15.4866	66.6667	100.0000	0.5635	-0.1796	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodA	nodA|NC_019848|NC_019848_-_Symbiosis_Island_4|ref178	952	2	89	0	0.0935	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0935	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref179	952	2	10	0	0.0105	0.0000	0.0881	0.0000	3.1746	0.0000	999999.0000	0.0105	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodA	nodA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref180	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodB	nodB|CU633751|CU633751_-_Symbiosis_Island|ref181	952	2	20	0	0.0210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0210	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_002678|NC_002678_-_nodB_CDS|ref182	952	2	31	0	0.0326	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0326	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_011894|NC_011894_-_Symbiosis_Island_3|ref183	952	2	17	0	0.0179	0.0000	0.3136	0.3250	9.6212	17.7273	0.9651	0.0179	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_012848|NC_012848_-_Symbiosis_Island|ref184	952	2	53	0	0.0557	0.0000	0.0610	0.2347	2.9734	17.3709	0.2599	0.0557	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_014120|NC_014120_-_Symbiosis_Island_4|ref185	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_2|ref186	952	2	76	0	0.0798	0.0000	0.0000	0.1596	0.0000	1.3305	0.0000	0.0798	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_3|ref187	952	2	63	0	0.0662	0.0000	0.0892	0.0000	2.2300	0.0000	999999.0000	0.0662	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NC_017249|NC_017249_-_Symbiosis_Island_2|ref188	952	2	297	2	0.3120	1.0000	8.5666	22.9197	67.5758	100.0000	0.3738	-0.6880	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodB	nodB|NC_019848|NC_019848_-_Symbiosis_Island_4|ref189	952	2	93	0	0.0977	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0977	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref190	952	2	20	0	0.0210	0.0000	0.2394	0.1182	8.1818	5.9091	2.0254	0.0210	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodB	nodB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref191	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodC	nodC|CU633751|CU633751_-_Symbiosis_Island|ref192	952	2	13	0	0.0137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0137	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodC	nodC|NC_002678|NC_002678_-_Symbiosis_Island_4|ref193	952	2	0	0	0.0000	0.0000	0.3475	0.1043	9.8039	5.4117	3.3313	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodC	nodC|NC_009937|NC_009937_-_Symbiosis_Island|ref194	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodC	nodC|NC_011894|NC_011894_-_Symbiosis_Island_3|ref195	952	2	1	0	0.0011	0.0000	7.2399	0.1918	23.4020	12.2337	37.7570	0.0011	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodC	nodC|NC_012848|NC_012848_-_Symbiosis_Island|ref196	952	2	69	0	0.0725	0.0000	0.6522	0.2616	7.5722	2.8103	2.4936	0.0725	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodC	nodC|NC_014120|NC_014120_-_Symbiosis_Island_4|ref197	952	2	0	0	0.0000	0.0000	0.0993	0.0357	1.9345	0.2232	2.7829	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodC	nodC|NC_015656|NC_015656_-_Symbiosis_Island_3|ref198	952	2	87	0	0.0914	0.0000	0.3714	0.1028	4.3759	2.2450	3.6146	0.0914	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodC	nodC|NC_017249|NC_017249_-_Symbiosis_Island_2|ref199	952	2	334	2	0.3508	1.0000	29.7473	19.7164	67.4554	100.0000	1.5088	-0.6492	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodC	nodC|NC_019848|NC_019848_-_Symbiosis_Island_4|ref200	952	2	126	0	0.1324	0.0000	2.3321	0.0640	15.5347	3.2006	36.4398	0.1324	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodC	nodC|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref201	952	2	45	0	0.0473	0.0000	6.3139	0.2165	29.5171	21.0281	29.1565	0.0473	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodC	nodC|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref202	952	2	0	0	0.0000	0.0000	0.0000	0.0457	0.0000	1.5361	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodD	nodD|CU633751|CU633751_-_Symbiosis_Island|ref203	952	2	12	0	0.0126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0126	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodH	nodH|CU633751|CU633751_-_Symbiosis_Island|ref204	952	2	12	0	0.0126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0126	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodI	nodI|CU633751|CU633751_-_Symbiosis_Island|ref205	952	2	14	0	0.0147	0.0000	0.0415	0.0000	2.0765	0.0000	999999.0000	0.0147	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodI	nodI|NC_002678|NC_002678_-_Symbiosis_Island_4|ref206	952	2	83	0	0.0872	0.0000	18.7972	1.3532	38.2267	7.2675	13.8910	0.0872	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodI	nodI|NC_011894|NC_011894_-_Symbiosis_Island_3|ref207	952	2	204	0	0.2143	0.0000	12.1535	1.7273	49.9454	31.9672	7.0360	0.2143	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodI	nodI|NC_012848|NC_012848_-_Symbiosis_Island|ref208	952	2	26	0	0.0273	0.0000	0.0578	0.0000	1.9436	0.0000	999999.0000	0.0273	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodI	nodI|NC_014120|NC_014120_-_Symbiosis_Island_4|ref209	952	2	0	0	0.0000	0.0000	0.0886	0.0000	2.2155	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodI	nodI|NC_017249|NC_017249_-_Symbiosis_Island_2|ref210	952	2	505	2	0.5305	1.0000	47.7921	22.0928	87.4050	100.0000	2.1632	-0.4695	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodI	nodI|NC_019848|NC_019848_-_Symbiosis_Island_4|ref211	952	2	98	0	0.1029	0.0000	0.6826	0.0000	8.8015	0.0000	999999.0000	0.1029	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodI	nodI|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref212	952	2	116	0	0.1218	0.0000	5.9901	1.5347	30.5556	13.6905	3.9031	0.1218	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodI	nodI|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref213	952	2	0	0	0.0000	0.0000	0.0747	0.0000	1.8199	0.0000	999999.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodJ	nodJ|CU633751|CU633751_-_Symbiosis_Island|ref214	952	2	9	0	0.0095	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0095	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodL	nodL|NC_019848|NC_019848_-_Symbiosis_Island_5|ref215	952	2	117	0	0.1229	0.0000	1.4973	0.0000	11.7754	0.0000	999999.0000	0.1229	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodQ	nodQ|CU633751|CU633751_-_Symbiosis_Island|ref216	952	2	8	0	0.0084	0.0000	0.0000	1.0766	0.0000	3.1667	0.0000	0.0084	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodQ	nodQ|NC_019848|NC_019848_-_Symbiosis_Island_4|ref217	952	2	217	0	0.2279	0.0000	159.4862	4.4348	35.2803	31.7497	35.9620	0.2279	PROMISING_MC_AWARE
pct70_depth10	70.0	10.0	nodS	nodS|CU633751|CU633751_-_Symbiosis_Island|ref218	952	2	9	0	0.0095	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0095	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodS	nodS|NC_002678|NC_002678_-_Symbiosis_Island_4|ref219	952	2	21	0	0.0221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0221	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodS	nodS|NC_014120|NC_014120_-_Symbiosis_Island_4|ref220	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodS	nodS|NC_017249|NC_017249_-_Symbiosis_Island_2|ref221	952	2	215	2	0.2258	1.0000	2.5785	14.1365	55.8730	100.0000	0.1824	-0.7742	BIOLOGICAL_SIGNAL_BUT_MC_BACKGROUND
pct70_depth10	70.0	10.0	nodU	nodU|CU633751|CU633751_-_Symbiosis_Island|ref222	952	2	15	0	0.0158	0.0000	0.0453	0.0000	1.4518	0.0000	999999.0000	0.0158	LOW_OR_LIMITED_SIGNAL
pct70_depth10	70.0	10.0	nodU	nodU|NC_009937|NC_009937_-_Symbiosis_Island|ref223	952	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NOT_SUPPORTED
pct70_depth10	70.0	10.0	nodU	nodU|NC_014120|NC_014120_-_Symbiosis_Island_4|ref224	952	2	0	0	0.0000	0.0000	0.3419	0.0621	3.4078	2.4628	5.5012	0.0000	NOT_SUPPORTED
