DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST reference coverage
ORNL-24-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
UKFS-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-51-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-84-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
GUAN-3-No|nifH|consensus50|pass_single_dominant	93.6723
OSBS-85-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-82-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-84-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-85-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-30-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-10-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DEJU-32-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-57-1-Rh|nifH|consensus50|pass_single_dominant	91.9463
JERC-STBI-63-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-89-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-28-1-Ro|nifH|consensus50|pass_single_dominant	91.9463
OSBS-71-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
HEAL-11-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
ORNL-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-46-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-30-1-No|nifH|consensus50|pass_single_dominant	93.6723
DEJU-39-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
DEJU-41-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-11-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
GUAN-9-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-86-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
UKFS-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-36-1-No|nifH|consensus50|pass_single_dominant	93.6723
LENO-1-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
OSBS-106-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-72-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-131-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-46-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-44-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-44-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-139-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LENO-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-198-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-199-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OSBS-95-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-47-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-85-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CEVI-57-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LENO-14-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-35-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
JERC-106-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-LEHI-62-5-Ro|nifH|consensus50|pass_single_dominant	88.2550
TALL-73-2-Ro|nifH|consensus50|pass_single_dominant	92.5056
TALL-25-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-74-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-124-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-AMFR-56-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-DEFL-61-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DEJU-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-142-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
OAES-36-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OSBS-95-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-199-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DELA-2-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-168-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
JERC-98-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
CLBJ-50-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-69-1-Rh|nifH|consensus50|pass_single_dominant	91.9463
JERC-165-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.1566
OSBS-41-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.2550
OSBS-7-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-1-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
OSBS-7-4-Ro|nifH|consensus50|pass_single_dominant	91.6107
OSBS-35-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DCFS-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DCFS-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DCFS-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-CHNI-60-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
ORNL-19-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-18-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-152-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.0582
JERC-87-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-20-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-22-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-8-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.5906
TOOL-30-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DSNY-10-3-Rh|nifH|consensus50|pass_single_dominant	89.4855
DSNY-GAEL-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-37-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.5906
KONZ-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
UKFS-52-1-Rh|nifH|consensus50|pass_single_dominant	91.6107
UNDE-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-DETR-64-3-Rh|nifH|consensus50|pass_single_dominant	92.6174
DSNY-CLFR-60-Rh|nifH|consensus50|pass_single_dominant	91.2752
JORN-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
OSBS-34-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
OSBS-36-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
MLBS-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
MLBS-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-84-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
YELL-11-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-9-2-Ro|nifH|consensus50|pass_single_dominant	92.8412
OSBS-32-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-99-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
RMNP-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
SCBI-10-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.7159
WOOD-2-2-Rh|nifH|consensus50|pass_single_dominant	92.8412
OSBS-38-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-128-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-94-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-32-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
LENO-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-161-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-CRMA-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-110-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CEVI-57-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-83-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-30-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-34-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-21-2-No|nifH|consensus50|pass_single_dominant	91.9463
OSBS-38-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
KONZ-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
N38-2-D-Ro|nifH|consensus50|pass_single_dominant	93.6723
OSBS-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
DSNY-101-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-CLFR-60-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-68-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-38-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-67-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-50-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEST-32-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.8983
JERC-50-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-72-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-54-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-28-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
OSBS-80-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
OSBS-59-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-27-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-55-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-192-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-189-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-183-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-AMFU-71-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEFL-75-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-LEST-78-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-TECW-66-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEFL-75-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-155-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-199-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-61-4-Rh|nifH|consensus50|pass_single_dominant	91.6107
JERC-175-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-25-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-67-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-156-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-67-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
OSBS-81-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
UKFS-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-49-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-172-2-Rh|nifH|consensus50|pass_single_dominant	93.6723
KONZ-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-119-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-68-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-RHRE-55-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
ORNL-18-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CRRO-70-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEST-65-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEST-68-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-66-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-83-2-Rh|nifH|consensus50|pass_single_dominant	93.6723
OAES-35-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-48-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-58-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-49-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-GAVO-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-70-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-25-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-83-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-121-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-49-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-122-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
TALL-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
ORNL-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-138-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-98-1-Rh|nifH|consensus50|pass_single_dominant	91.6107
JERC-161-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-99-1-Rh|nifH|consensus50|pass_single_dominant	91.6107
JERC-155-No|nifH|consensus50|pass_single_dominant	91.9463
KONZ-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-58-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-177-Ro|nifH|consensus50|pass_single_dominant	93.6723
JERC-DEST-32-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
BONA-8-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-98-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DSNY-66-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
ORNL-12-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.8277
OSBS-4-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-127-2-Ro|nifH|consensus50|pass_single_dominant	92.9530
JERC-172-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
JERC-27-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-171-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DELA-2-2-No|nifH|consensus50|pass_single_dominant	93.6723
JERC-CLMA-62-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-31-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-51-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.2660
DSNY-GAEL-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
SCBI-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
LENO-9-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.3333
CLBJ-43-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-144-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
CLBJ-12-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.8143
CLBJ-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.3333
KONA-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-14-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-120-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-98-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
LAJA-26-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DELA-16-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
DELA-6-3-No|nifH|consensus50|pass_single_dominant	92.8171
DELA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.0415
DELA-18-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
DELA-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-167-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
JERC-GAVO-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.0415
LAJA-25-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
LAJA-3-1-No|nifH|consensus50|pass_single_dominant	92.9293
LAJA-3-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8171
LAJA-3-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8171
LAJA-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8171
LAJA-3-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8171
LAJA-26-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9293
TALL-85-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.1499
DEJU-1-1-No|nifH|consensus50|pass_single_dominant	92.6174
DEJU-42-No|nifH|consensus50|pass_single_dominant	92.6174
DEJU-62-1-No|nifH|consensus50|pass_single_dominant	92.9530
DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
DEJU-42-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
DEJU-46-Ro|nifH|consensus50|pass_single_dominant	92.6174
DEJU-3-1-No|nifH|consensus50|pass_single_dominant	92.9530
DEJU-47-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
DEJU-40-No|nifH|consensus50|pass_single_dominant	93.2886
DEJU-37-No|nifH|consensus50|pass_single_dominant	90.6040
DEJU-63-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
SJER-1-1-No|nifH|consensus50|pass_single_dominant	93.6723
DEJU-43-No|nifH|consensus50|pass_single_dominant	92.9530
DEJU-39-No|nifH|consensus50|pass_single_dominant	92.6174
DSNY-37-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
DSNY-37-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
LAJA-21-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
UNDE-5-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DSNY-51-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
OSBS-7-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
CLBJ-24-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONZ-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
KONZ-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-55-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-56-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
KONZ-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
KONZ-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
KONZ-7-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
KONZ-9-2-No|nifH|consensus50|pass_single_dominant	92.9530
KONZ-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-14-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
GUAN-4-No|nifH|consensus50|pass_single_dominant	92.9530
GUAN-8-No|nifH|consensus50|pass_single_dominant	93.2886
CLBJ-13-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
JERC-42-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-12-2-No|nifH|consensus50|pass_single_dominant	92.5056
TALL-25-2-No|nifH|consensus50|pass_single_dominant	92.5056
CLBJ-20-1-No|nifH|consensus50|pass_single_dominant	99.5862
TALL-66-2-No|nifH|consensus50|pass_single_dominant	92.8412
JERC-153-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DSNY-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-93-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-19-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-53-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
OSBS-69-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-99-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-99-3-No|nifH|consensus50|pass_single_dominant	92.1700
TALL-44-1-No|nifH|consensus50|pass_single_dominant	92.1700
DSNY-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-75-2-No|nifH|consensus50|pass_single_dominant	92.2819
JERC-129-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-148-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
JERC-84-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-78-2-No|nifH|consensus50|pass_single_dominant	92.5056
DSNY-66-1-No|nifH|consensus50|pass_single_dominant	92.5056
JERC-123-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.2685
CLBJ-19-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-122-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-126-4-No|nifH|consensus50|pass_single_dominant	92.9530
JERC-127-2-No|nifH|consensus50|pass_single_dominant	92.5056
JERC-25-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-76-3-No|nifH|consensus50|pass_single_dominant	90.1566
OSBS-58-1-No|nifH|consensus50|pass_single_dominant	92.5056
DSNY-69-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-83-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
CLBJ-32-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
CLBJ-43-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
TALL-31-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-169-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-68-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-12-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
JERC-195-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
ORNL-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
TALL-17-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-170-No|nifH|consensus50|pass_single_dominant	93.5593
JERC-171-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-191-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-71-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-48-3-No|nifH|consensus50|pass_single_dominant	93.7853
JERC-DEFL-75-3-No|nifH|consensus50|pass_single_dominant	93.6723
JERC-30-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
TALL-50-1-No|nifH|consensus50|pass_single_dominant	93.7853
DSNY-17-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-135-3-No|nifH|consensus50|pass_single_dominant	93.4463
OSBS-107-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
JERC-143-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-148-Ro|nifH|consensus50|pass_single_dominant	91.6107
JERC-149-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-DEST-32-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-28-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-28-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TALL-29-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-18-1-No|nifH|consensus50|pass_single_dominant	91.6107
OSBS-TEVI-61-4-No|nifH|consensus50|pass_single_dominant	91.2752
TALL-20-1-No|nifH|consensus50|pass_single_dominant	93.5593
TALL-23-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-74-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
TALL-71-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
OSBS-107-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-LEHI-82-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
JERC-50-5-No|nifH|consensus50|pass_single_dominant	93.7853
JERC-169-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-CLMA-73-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
DSNY-70-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-113-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-180-5-No|nifH|consensus50|pass_single_dominant	93.7853
